問題ID,問題文,選択肢A,選択肢B,選択肢C,選択肢D,選択肢E,正解,解説,間違えやすいポイント
B_Set2_004,細胞周期において、DNAの複製が行われる時期はどれか。,G1期,S期,G2期,M期,G0期,B,Synthesis（合成）の頭文字をとってS期と呼ばれる。,"Gap（間隙）のG1, G2や、Mitosis（分裂）のM期と順序を混同しないこと。"
A_Set2_006,心臓の刺激伝導系において、興奮の伝導速度が最も遅く、心房と心室の収縮のタイミングをずらす役割を果たしている部位はどれか。,洞房結節,房室結節,ヒス束,プルキンエ線維,右脚・左脚,B,房室結節（AV node）での伝導遅延があるおかげで、心房が収縮して血液を送りきった後に心室が収縮できる。,最も速いのはプルキンエ線維（一気に心室を収縮させるため）。遅い場所と速い場所の機能的意義を理解すること。
P_Set2_007,放射性同位体が崩壊して元の量の1/8になるのに要する時間は、半減期の何倍か。,2倍,3倍,4倍,6倍,8倍,B,$(1/2)^n = 1/8$ を解くと、$n=3$。半減期の3回分経過している。,1/8倍だから8倍、と安易に答えないこと。指数関数的減衰である。
C_Set2_006,理想気体の状態方程式 $PV=nRT$ に従うとき、温度一定の条件下で圧力を2倍にすると体積はどうなるか。,4倍になる,2倍になる,変わらない,1/2になる,1/4になる,D,ボイルの法則。温度一定なら $PV = \text{一定}$。$P$ が2倍なら $V$ は1/2。,単純な反比例関係だが、シャルルの法則（VとTは比例）と混同しないように。
S_Set2_006,箱ひげ図において、箱の「長さ」（上限と下限の差）が表している統計量はどれか。,範囲 (Range),分散,標準偏差,四分位範囲 (IQR),信頼区間,D,箱の上端は第3四分位数(Q3)、下端は第1四分位数(Q1)を表し、その差は四分位範囲(IQR)である。データの散らばりのロバストな指標。,ひげの先が最大値・最小値（または1.5IQR）であることと区別する。
A_Set2_007,下肢の静脈血栓（DVT）が遊離して血流に乗った場合、最初に塞栓を起こしやすい臓器（血管）はどれか。,脳,心臓（冠動脈）,肺（肺動脈）,肝臓,腎臓,C,下肢静脈→下大静脈→右心房→右心室→肺動脈と流れる。肺の毛細血管網で初めて引っかかるため、肺塞栓症（PE）となる。,「脳梗塞」と答えがちだが、静脈血栓が脳に行くには心房中隔欠損（奇異性塞栓）がない限りあり得ない。
B_Set2_005,タンパク質合成（翻訳）において、mRNAのコドンに対応するアミノ酸を運んでくるRNAはどれか。,rRNA,tRNA,snRNA,miRNA,siRNA,B,Transfer RNA (tRNA) はアンチコドンを持ち、対応するアミノ酸をリボソームへ運ぶ。,Ribosomal RNA (rRNA) はリボソームの構成要素。機能の違いを明確に。
L_Set2_004,酸素解離曲線を右方にシフトさせ、組織への酸素供給を促進する要因（ボーア効果）はどれか。,pHの上昇,二酸化炭素分圧の上昇,体温の低下,2,3-DPGの減少,A,option_b,代謝が活発な組織（CO2多い、酸性、高温）では、ヘモグロビンが酸素を手放しやすくなる（右方シフト）。これをボーア効果という。
A_Set2_008,鼠径管を通る構造物のうち、男性にのみ存在するのはどれか。,精索,子宮円索,腸骨鼠径神経,大腿神経,陰部神経,A,男性の鼠径管には精索（精管などを含む）が通る。女性では子宮円索が通る。,神経は性差なく通るものがあるが、生殖器系に関連する構造物が異なる。
P_Set2_008,単振動している物体の変位が最大になった瞬間について正しい記述はどれか。,速度は最大、加速度は0である。,速度は0、加速度は最大である。,速度も加速度も0である。,速度も加速度も最大である。,運動エネルギーが最大である。,B,単振動の端（変位最大）では、一瞬止まるので速度は0。しかしバネの復元力などは最大になるため、加速度（力）は最大となる。,「止まっている＝加速度もゼロ」という直感的な誤解に注意。力は $F=-kx$ なので変位 $x$ に比例する。
C_Set2_007,エントロピー増大の法則（熱力学第二法則）が示唆する自然界の方向性はどれか。,エネルギーは常に保存される。,熱は低温物体から高温物体へ自然に移動する。,孤立系の乱雑さは時間とともに増大する。,絶対零度ですべての分子運動が停止する。,化学反応は常に発熱方向に進む。,C,エントロピーは「乱雑さ」の尺度であり、孤立系では自発変化はエントロピーが増大する方向（秩序から無秩序へ）に進む。,エネルギー保存（第一法則）や、エンタルピー変化（発熱・吸熱）のみでの判断と混同しない。
S_Set2_007,相関係数 $r$ が $0$ であるとき、2つの変数の関係について言えることはどれか。,全く関係がない（独立である）。,直線的な関係（線形関係）がない。,因果関係がない。,一方が増えれば他方は減る。,曲線的な関係もない。,B,相関係数は「線形（直線）」な関係の強さを測るもの。$r=0$ でも、例えば2次関数的な関係（U字型）がある可能性は否定できない。,「無相関＝独立」は正規分布に従う場合などの特殊ケース。一般には「相関なし≠関係なし」に注意。
B_Set2_006,アポトーシス（プログラム細胞死）の特徴として正しいのはどれか。,細胞が膨張して破裂する。,周囲に炎症反応を引き起こす。,DNAの断片化（ラダー形成）が起こる。,細胞内容物が周囲に流出する。,主に物理的損傷によって引き起こされる。,C,アポトーシスは能動的な死で、細胞は収縮し、DNAは規則的に切断され、アポトーシス小体となってマクロファージに処理される。炎症は起きない。,ネクローシス（壊死）の特徴（膨張、破裂、炎症）と対比して覚えることが重要。
A_Set2_009,手根管症候群で圧迫される神経と、それによる感覚障害の領域の組合せで正しいのはどれか。,橈骨神経 − 手背の親指側,正中神経 − 掌側の親指から薬指の橈側半分,尺骨神経 − 小指と薬指の尺側半分,筋皮神経 − 前腕外側,腋窩神経 − 肩の周り,B,手根管には正中神経が通る。圧迫されると母指〜環指橈側の掌側感覚障害や、母指球筋の萎縮（猿手）が生じる。,小指は尺骨神経領域なので、手根管症候群では障害されない点が鑑別のポイント。
L_Set2_005,糖尿病性ケトアシドーシスにおいて、呼気が特有の果実臭（アセトン臭）を発する原因となる代謝産物は、何の代謝が亢進することによって生じるか。,グルコース,タンパク質,脂肪酸,核酸,乳酸,C,インスリン作用不足により糖が利用できないため、代替エネルギーとして脂肪酸の分解（β酸化）が亢進する。その過程でアセチルCoAが過剰になり、ケトン体が生成される。,「糖が多い病気だから糖の分解産物だろう」という誤解。糖を使えないから脂肪を使う、という病態生理が重要。
P_Set2_001,半径 $r$ の円周上を等速円運動する質量 $m$ の質点について、角速度が $\omega$ であるとき、向心力の大きさはいくらか。,$m r \omega$,$m r^2 \omega$,$m r \omega^2$,$m r^2 \omega^2$,$m \omega^2 / r$,C,向心力 $F$ は $F = m a$ であり、等速円運動の加速度 $a = r \omega^2$ なので、$F = m r \omega^2$ となる。,速度 $v$ を用いた式 $mv^2/r$ と混同しやすいが、$v=r\omega$ を代入すれば一致する。
P_Set2_002,慣性モーメント $I$ の剛体が角速度 $\omega$ で回転しているとき、角運動量の大きさ $L$ はどう表されるか。,$I \omega^2$,$I^2 \omega$,$1/2 I \omega^2$,$I \omega$,$I / \omega$,D,角運動量 $L$ の定義は $L = I \omega$ である。並進運動の運動量 $p=mv$ に対応する。,回転運動エネルギー $K = 1/2 I \omega^2$ と混同しやすい。
P_Set2_003,静止している音源に向かって、観測者が速さ $u$ で遠ざかるとき、観測者が聞く音の振動数 $f'$ は元の振動数 $f$ と比べてどうなるか。ただし音速を $V$ とする。,$f' = \frac{V}{V-u} f$,$f' = \frac{V-u}{V} f$,$f' = \frac{V}{V+u} f$,$f' = \frac{V+u}{V} f$,$f' = f$,B,ドップラー効果の公式 $f' = \frac{V-u}{V} f$（観測者が遠ざかる場合、分子で引く）。振動数は低くなる。,音源が動く場合（分母が変化）と間違えやすい。また、近づく/遠ざかるの符号に注意。
P_Set2_004,質量数 $A$、原子番号 $Z$ の原子核が $\alpha$ 崩壊したとき、娘核の質量数と原子番号はどうなるか。,"質量数 $A-4$, 原子番号 $Z-2$","質量数 $A-2$, 原子番号 $Z-4$","質量数 $A-4$, 原子番号 $Z-1$","質量数 $A$, 原子番号 $Z-1$","質量数 $A$, 原子番号 $Z+1$",A,$\alpha$ 粒子はヘリウム原子核（質量数4、原子番号2）であるため、親核から質量数が4、原子番号が2減少する。,$\beta$ 崩壊（質量数不変、原子番号+1）と混同しないこと。
P_Set2_005,真空中の光速を $c$、プランク定数を $h$、振動数を $\nu$、波長を $\lambda$ とする。光子1個の運動量 $p$ を表す式はどれか。,$p = h \nu$,$p = h / \nu$,$p = h \lambda$,$p = h / \lambda$,$p = c / \nu$,D,光子のエネルギー $E = h \nu = hc / \lambda$。特殊相対性理論より $E = pc$ なので、$p = E/c = h / \lambda$ となる。,エネルギーの式 $E=h\nu$ と直接混同しやすい。
P_Set2_006,ベルヌーイの定理において、流体の速さが速い場所では圧力はどうなるか（高さは一定とする）。,高くなる,低くなる,変わらない,密度に比例して高くなる,粘性に依存して高くなる,B,ベルヌーイの定理 $P + 1/2 \rho v^2 = \text{一定}$ より、速度 $v$ が大きくなると動圧 $1/2 \rho v^2$ が増えるため、静圧 $P$ は下がる。,直感的に「速い流れは圧力が強そう（高い）」と感じてしまう誤解（いわゆるシャワーカーテン効果などを想起せよ）。
P_Set2_007,マクスウェル方程式の一つ、アンペール・マクスウェルの法則 $\nabla \times \boldsymbol{H} = \boldsymbol{J} + \frac{\partial \boldsymbol{D}}{\partial t}$ が意味する物理現象はどれか。,磁場が時間変化すると電場が生じる,電場が時間変化すると磁場が生じる,磁荷は存在しない,電荷から電場が生じる,電流は保存しない,B,右辺の変位電流項 $\frac{\partial \boldsymbol{D}}{\partial t}$ が示すように、電束密度の時間変化（電場の変化）が磁場の回転（磁場）を生み出すことを示している。,ファラデーの電磁誘導の法則（磁場の変化→電場）と逆の関係であることに注意。
P_Set2_008,コンプトン散乱において、散乱されたX線の波長 $\lambda'$ は入射X線の波長 $\lambda$ と比べてどうなるか。,短くなる（$\lambda' < \lambda$）,長くなる（$\lambda' > \lambda$）,変わらない（$\lambda' = \lambda$）,入射角に依存して短くなる,散乱角によらず一定である,B,X線光子が電子にエネルギーの一部を与えて散乱されるため、光子のエネルギーは減少し、波長は長くなる。,エネルギーと波長が反比例することを忘れて「エネルギー減＝波長短」と間違えやすい。
P_Set2_009,理想気体の状態方程式 $PV=nRT$ において、定積変化（体積一定）で温度を上げると圧力はどうなるか。,上がる,下がる,変わらない,物質量に反比例して下がる,気体定数に反比例して下がる,A,ボイル・シャルルの法則（シャルルの法則）。$V$ 一定なら $P$ は $T$ に比例する。,直感的にも明らかだが、断熱膨張などの他条件と混同しないように。
P_Set2_010,単振動において、加速度の大きさが最大となるのはどの位置か。,変位が0の位置（中心）,変位が最大の位置（端）,速度が最大の位置,運動エネルギーが最大の位置,位置によらず一定,B,復元力 $F = -kx$ は変位 $x$ の大きさに比例する。よって端（$|x|$最大）で力と加速度が最大となる。,速度が最大になる中心（変位0）と逆である点に注意。
C_Set2_001,アセチレン ($C_2H_2$) 分子の炭素原子の混成軌道と分子の形状はどれか。,sp混成、直線形,sp2混成、平面三角形,sp3混成、正四面体形,sp2混成、直線形,sp3混成、折れ線形,A,三重結合を持つ炭素はsp混成軌道を取り、結合角180度の直線形になる。,"エチレン(sp2, 平面)やメタン(sp3, 立体)との区別。"
C_Set2_002,次の化合物のうち、幾何異性体（シス-トランス異性体）を持たないものはどれか。,2-ブテン,"1,2-ジクロロエチレン",2-ペンテン,1-ブテン,フマル酸,D,1-ブテン ($CH_2=CH-CH_2-CH_3$) は二重結合の片側の炭素に水素が2つ結合しているため、幾何異性体が生じない。,二重結合があれば必ずシス・トランスがあるわけではない。
C_Set2_003,過マンガン酸カリウム ($KMnO_4$) 中のマンガン(Mn)の酸化数はいくつか。,+2,+3,+4,+6,+7,E,"K(+1), O(-2)×4=-8。全体で0になるので、1 + Mn - 8 = 0 より Mn = +7。","二酸化マンガン($MnO_2$, +4)と混同しやすい。"
C_Set2_004,反応速度定数 $k$ と温度 $T$ の関係を示すアレニウスの式 $k = A \exp(-E_a/RT)$ において、$E_a$ は何を表すか。,エンタルピー変化,活性化エネルギー,ギブズ自由エネルギー,エントロピー変化,平衡定数,B,アレニウスの式の $E_a$ は活性化エネルギー (Activation Energy) である。,熱力学的なエネルギー変化($\Delta H$など)と反応速度論的なエネルギー障壁($E_a$)の区別。
C_Set2_005,0.1 mol/L の塩酸(HCl) 10 mL を中和するのに必要な 0.1 mol/L の水酸化カルシウム($Ca(OH)_2$)水溶液の体積はいくらか。,5 mL,10 mL,20 mL,2.5 mL,100 mL,B,酸の価数×濃度×体積 = 塩基の価数×濃度×体積。$1 \times 0.1 \times 10 = 2 \times 0.1 \times V$。よって $V=5$ mL。,塩基が2価($Ca(OH)_2$)であることを忘れ、1:1で計算して10mLと間違えやすい。
S_Set2_001,あるデータの分布が右に裾を引いている（右に歪んでいる）とき、一般に平均値、中央値、最頻値の大小関係はどうなるか。,平均値 > 中央値 > 最頻値,最頻値 > 中央値 > 平均値,平均値 = 中央値 = 最頻値,中央値 > 平均値 > 最頻値,関係は一定しない,A,右に裾が長い場合、極端に大きな値（外れ値）に平均値が引っ張られるため、平均値が最も大きくなる傾向がある。,左に歪んでいる場合（平均 < 中央 < 最頻）と逆。正規分布なら全て一致。
S_Set2_002,相関係数 $r$ が $-0.8$ であるとき、2変数の関係について正しい記述はどれか。,強い正の相関がある,弱い正の相関がある,相関関係はない,弱い負の相関がある,強い負の相関がある,E,$|r|$ が1に近いほど相関が強く、負の値は負の相関（一方が増えると他方が減る）を示す。0.8は強い相関。,負の数だから「弱い」や「関係ない」と誤認しないように。
S_Set2_003,第1種の過誤（Type I error）の確率は通常何と呼ばれるか。,検出力,有意水準 ($\alpha$),$\beta$,p値,信頼係数,B,第1種の過誤（帰無仮説が真なのに棄却してしまう確率）の上限値を有意水準 $\alpha$ と呼ぶ。,第2種の過誤（$\beta$）や検出力（$1-\beta$）との混同。
S_Set2_004,ポアソン分布が適用される事象の例として適切なものはどれか。,コイン投げで表が出る回数,テストの点数の分布,ある交差点で1時間に発生する交通事故の件数,成人の身長の分布,サイコロを振って出る目,C,ポアソン分布は、滅多に起こらない事象が一定期間（または空間）に起こる回数の分布に適している（ランダムな到着、発生など）。,コインやサイコロは二項分布や一様分布、身長などは正規分布。
S_Set2_005,母分散が既知の正規母集団から標本を抽出した場合、標本平均の95%信頼区間の幅は、サンプルサイズ $n$ を4倍にするとどうなるか。,4倍になる,2倍になる,変わらない,1/2になる,1/4になる,D,信頼区間の幅は $2 \times 1.96 \times \sigma / \sqrt{n}$ に比例する。$n$ が4倍になると $\sqrt{n}$ は2倍になるため、幅は1/2になる。,ルートがついていることを忘れ、1/4になると間違えやすい。
S_Set2_006,「病気があるのに検査で陰性と判定される確率」を表すのはどれか。,1 - 感度,1 - 特異度,1 - 陽性的中率,感度,特異度,A,病気がある人を陽性と当てるのが「感度」。陰性と外す（偽陰性）のは $1 - \text{感度}$。,特異度（病気なしを陰性と当てる）の裏返し（偽陽性率 $1-\text{特異度}$）と混同しやすい。
B_Set2_001,細胞内小器官において、酸化的リン酸化を行いATPを産生する主要な場所はどれか。,核,リボソーム,ゴルジ体,ミトコンドリア,小胞体,D,ミトコンドリアは細胞のエネルギー産生工場であり、電子伝達系とATP合成酵素が存在する。,解糖系（細胞質）との区別。
B_Set2_002,セントラルドグマにおいて、RNAからタンパク質が作られる過程を何と呼ぶか。,複製,転写,翻訳,逆転写,修飾,C,DNA→RNAは転写、RNA→タンパク質は翻訳。,転写と翻訳の順序や用語の取り違えに注意。
B_Set2_003,酵素反応において、競合阻害剤を加えたときのミカエリス・メンテン・プロット（反応速度曲線）の変化はどうなるか。,$V_{max}$ は変わらず、$K_m$ が大きくなる,$V_{max}$ が小さくなり、$K_m$ は変わらない,$V_{max}$ も $K_m$ も小さくなる,$V_{max}$ も $K_m$ も大きくなる,変化しない,A,競合阻害剤は基質と同じ場所に結合するため、基質濃度を上げれば阻害を乗り越えられる（$V_{max}$不変）。しかし見かけ上、酵素と基質の親和性が下がったように見える（$K_m$増大）。,非競合阻害（$V_{max}$低下、$K_m$不変）との混同。
A_Set2_001,心臓の弁のうち、左心房と左心室の間にある弁はどれか。,三尖弁,僧帽弁（二尖弁）,大動脈弁,肺動脈弁,静脈弁,B,左心系（左房-左室）は僧帽弁。右心系（右房-右室）は三尖弁。,左右が逆になったり、半月弁（大動脈・肺動脈）と混同しやすい。
A_Set2_002,ホルモンの分泌調節において、下垂体前葉から分泌され、副腎皮質を刺激するホルモンはどれか。,CRH,ACTH,TSH,GH,FSH,B,ACTH（副腎皮質刺激ホルモン）。CRHは視床下部から出てACTHを刺激する。,上位ホルモン（CRH）や、甲状腺刺激ホルモン（TSH）との混同。
A_Set2_003,骨格筋の収縮において、カルシウムイオンが結合するタンパク質はどれか。,アクチン,ミオシン,トロポニン,トロポミオシン,カルモジュリン,C,筋小胞体から放出されたCa2+はトロポニンに結合し、トロポミオシンの位置をずらしてアクチンとミオシンの相互作用を可能にする。,平滑筋ではカルモジュリンが関与するが、骨格筋ではトロポニン。
A_Set2_004,脳幹に含まれない構造はどれか。,中脳,橋,延髄,小脳,間脳,D,脳幹は一般に中脳、橋、延髄を指す（間脳を含めることもあるが、小脳は含まない）。,小脳は脳幹の背側にあるが脳幹の一部ではない。
A_Set2_005,消化管において、胆汁と膵液が合流して流れ込む部位はどこか。,胃,十二指腸,空腸,回腸,盲腸,B,総胆管と膵管は合流して十二指腸の大十二指腸乳頭（ファーター乳頭）に開口する。,胃や小腸の他の部位と間違えやすい。
A_Set2_006,眼球において、水晶体の厚さを調節してピント合わせを行う筋肉はどれか。,瞳孔括約筋,毛様体筋,外眼筋,眼輪筋,上眼瞼挙筋,B,毛様体筋が収縮すると毛様体小帯が緩み、水晶体が厚くなる（近くを見る）。,虹彩の筋肉（瞳孔括約筋・散大筋）と機能（光量調節）を混同しないこと。
PHY_Set2_001,回転運動における角運動量保存則が成立するための条件として正しい記述はどれか。,系に作用する外力の総和が0である。,系に作用する外力のトルク（力のモーメント）の総和が0である。,系の運動エネルギーが保存されている。,系の重心が静止している。,系が等速円運動をしている。,B,回転運動方程式 $N = \frac{dL}{dt}$ より、外部からのトルク $N$ が0であれば、角運動量 $L$ は時間的に変化せず保存される（角運動量保存則）。,運動量保存則（外力の和が0）と混同しやすい。回転運動では「力のモーメント（トルク）」が重要である。
PHY_Set2_002,磁場 $\boldsymbol{B}$ 中にある長さ $\boldsymbol{l}$ の直線導線に電流 $I$ が流れているとき、この導線が受ける力 $\boldsymbol{F}$ （アンペール力）を表す式はどれか。,$\boldsymbol{F} = I(\boldsymbol{l} \times \boldsymbol{B})$,$\boldsymbol{F} = I(\boldsymbol{B} \times \boldsymbol{l})$,$\boldsymbol{F} = I(\boldsymbol{l} \cdot \boldsymbol{B})$,$\boldsymbol{F} = q(\boldsymbol{v} \times \boldsymbol{B})$,$\boldsymbol{F} = IBl$,A,電流が磁場から受ける力は $\boldsymbol{F} = I(\boldsymbol{l} \times \boldsymbol{B})$ で表される。ローレンツ力 $\boldsymbol{F} = q(\boldsymbol{v} \times \boldsymbol{B})$ の巨視的な表現である。,外積の順序 $\boldsymbol{l} \times \boldsymbol{B}$ が重要。順序を逆にすると力の向きが逆転する。また、角度成分を無視したスカラー式 $IBl$ を選ばないよう注意（ベクトル式を問われているため）。
PHY_Set2_003,断面積が $S_1$ の管から断面積 $S_2$ の管へ非圧縮性流体が流れている。流速をそれぞれ $v_1, v_2$ とするとき、連続の式として正しいのはどれか。,$S_1 v_1 = S_2 v_2$,$S_1 v_2 = S_2 v_1$,$\frac{v_1}{S_1} = \frac{v_2}{S_2}$,$v_1^2 S_1 = v_2^2 S_2$,A,a,非圧縮性流体の定常流では、単位時間に通過する流体の体積（流量）は一定であるため、$Q = Sv = \text{一定}$ が成り立つ。
PHY_Set2_004,マクスウェル方程式の一つであるファラデーの電磁誘導の法則の積分形として正しいのはどれか。,\oint_{C} \boldsymbol{E} \cdot d\boldsymbol{l} = -\frac{d}{dt} \int_{S} \boldsymbol{B} \cdot d\boldsymbol{S},\oint_{C} \boldsymbol{H} \cdot d\boldsymbol{l} = \int_{S} \boldsymbol{i} \cdot d\boldsymbol{S},\int_{S} \boldsymbol{D} \cdot d\boldsymbol{S} = Q,\int_{S} \boldsymbol{B} \cdot d\boldsymbol{S} = 0,\boldsymbol{E} = -\nabla \phi,A,ファラデーの法則は、磁束の時間変化が電場の回転（起電力）を生み出すことを示す。右辺にマイナスがつく（レンツの法則）のが特徴。,アンペールの法則（磁場の線積分）と式形が似ているため注意。ファラデーは左辺が電場 $\boldsymbol{E}$、右辺が磁束 $\boldsymbol{B}$ の時間微分である。
PHY_Set2_005,点電荷 $Q$ から距離 $r$ の点における電位 $V$ （無限遠を基準）を表す式はどれか。ただしクーロン定数を $k$ とする。,$V = k \frac{Q}{r^2}$,$V = k \frac{Q}{r}$,$V = k \frac{Q^2}{r}$,$V = -k \frac{Q}{r}$,$V = \frac{1}{2} k Q r^2$,B,電位は単位電荷あたりの位置エネルギーであり、電場 $E = kQ/r^2$ を距離で積分したもの（$V = -\int E dr$）に相当するため、距離 $r$ に反比例する。,$1/r^2$ （電場やクーロン力）と混同しやすい。電位はスカラー量であり、距離の1乗に反比例する。
PHY_Set2_006,質量 $m$、電荷 $q$ の荷電粒子が、磁束密度 $B$ の一様磁場中を速さ $v$ で磁場と垂直に入射した。この粒子が描く円軌道の半径 $r$ はいくらか。,$r = \frac{mv}{qB}$,$r = \frac{qB}{mv}$,$r = \frac{m v^2}{qB}$,$r = \frac{qB}{m}$,$r = \frac{m}{qB}$,A,ローレンツ力 $qvB$ が向心力 $m v^2 / r$ となる運動方程式 $m \frac{v^2}{r} = qvB$ を解くと、$r = \frac{mv}{qB}$ となる。,サイクロトロン角周波数 $\omega = \frac{qB}{m}$ と混同しやすい。
PHY_Set2_007,静止している音源に向かって観測者が速さ $u$ で近づくとき、観測者が聞く音の振動数 $f'$ は元の振動数 $f$ と比べてどうなるか。音速を $V$ とする。,$f' = \frac{V}{V-u} f$,$f' = \frac{V+u}{V} f$,$f' = \frac{V}{V+u} f$,$f' = \frac{V-u}{V} f$,$f' = f$,B,観測者が動く場合、相対速度の変化により観測される波の数が増減する。近づく場合は $V+u$ となり、振動数は高くなる（$f' > f$）。,分母が変わる（音源が動く場合）式と混同しないこと。観測者が動く場合は分子が変わる。
PHY_Set2_008,放射性崩壊において、原子核中の中性子が陽子に変化し、電子と反ニュートリノを放出する現象はどれか。,アルファ崩壊,ベータ（マイナス）崩壊,ベータ（プラス）崩壊,ガンマ崩壊,電子捕獲,B,ベータマイナス崩壊は、中性子 $\to$ 陽子 $+$ 電子 $+$ 反ニュートリノ という変化が起こり、原子番号が1つ増加する。,ベータプラス崩壊（陽電子放出）と区別すること。ベータマイナスでは電子が出る。
PHY_Set2_009,金属表面に光を照射したとき、電子が飛び出す現象（光電効果）において、飛び出す電子の最大運動エネルギー $K_{max}$ を表す式はどれか。仕事関数を $W$、光の振動数を $\nu$ とする。,$K_{max} = h\nu + W$,$K_{max} = h\nu - W$,$K_{max} = W - h\nu$,$K_{max} = h\lambda - W$,$K_{max} = h\nu / W$,B,アインシュタインの光量子仮説に基づく式。光子のエネルギー $h\nu$ から、金属から脱出するために必要なエネルギー（仕事関数 $W$）を引いた残りが運動エネルギーとなる。,符号を逆にしないこと。また、波長 $\lambda$ を使う場合は $hc/\lambda - W$ となる。
PHY_Set2_010,コンプトン散乱において、散乱角が $\theta = 0^\circ$ のとき、散乱光子の波長変化 $\Delta \lambda$ はいくらか。,最大になる,最小（0）になる,$\frac{h}{mc}$ になる,$\frac{2h}{mc}$ になる,無限大になる,B,コンプトンシフトの式 $\Delta \lambda = \frac{h}{mc}(1 - \cos \theta)$ において、$\theta = 0$ ならば $\cos 0 = 1$ となり、$\Delta \lambda = 0$ となる。つまり散乱されずに直進した光子の波長は変わらない。,$\theta = 180^\circ$（後方散乱）のとき変化量が最大（$2h/mc$）になることと対比して理解する。
PHY_Set2_011,核磁気共鳴（NMR）において、静磁場 $B_0$ 中での核スピンの歳差運動の周波数（ラーモア周波数 $\omega$）を表す式はどれか。磁気回転比を $\gamma$ とする。,$\omega = \gamma B_0$,$\omega = \gamma / B_0$,$\omega = B_0 / \gamma$,$\omega = \gamma B_0^2$,$\omega = \sqrt{\gamma B_0}$,A,ラーモア周波数は静磁場の強さに比例する。$\omega = \gamma B_0$ または $f = \frac{\gamma}{2\pi} B_0$ である。,MRIの原理の基礎式であり、比例関係にあることが重要。
PHY_Set2_012,単振動を行う質点の全学的エネルギー $E$ は、振幅 $A$ と角振動数 $\omega$ を用いてどう表されるか。,$E = \frac{1}{2} m \omega A^2$,$E = \frac{1}{2} m \omega^2 A$,$E = \frac{1}{2} m \omega^2 A^2$,$E = m \omega^2 A^2$,$E = \frac{1}{2} k A$,C,単振動のエネルギーは振幅の2乗に比例する。バネ定数 $k = m\omega^2$ を用いると $E = \frac{1}{2}kA^2 = \frac{1}{2}m\omega^2 A^2$ となる。,振幅 $A$ も2乗、角振動数 $\omega$ も2乗であることを忘れないように。
PHY_Set2_013,熱力学第一法則 $\Delta U = Q - W$ において、気体が断熱膨張したときの内部エネルギー変化 $\Delta U$ はどうなるか。,増加する（正になる）,減少する（負になる）,変化しない（0）,熱量 $Q$ に等しい,仕事 $W$ に等しい,B,断熱過程では $Q = 0$ であるため、$\Delta U = -W$ となる。気体が膨張して外部に仕事をする（$W > 0$）と、その分だけ内部エネルギーが減少し、温度が下がる。,「膨張すると温度が下がる」という断熱膨張の基本原理（例：スプレー缶が冷たくなる）と結びつける。
PHY_Set2_014,特殊相対性理論において、静止している観測者から見て、光速に近い速度 $v$ で移動している時計の進み方はどうなるか（時間の遅れ）。,進み方が速くなる。,進み方は変わらない。,進み方が遅くなる。,止まって見える。,逆回転する。,C,運動している時計は、静止している時計に比べて時間がゆっくり進むように観測される（時間の遅れ）。$t = \gamma t_0$ （$\gamma > 1$）。,「時間が遅れる」＝「1秒が長く感じる（間延びする）」＝「時計の針の進みが遅い」という解釈を間違えないこと。
PHY_Set2_015,理想気体の定圧モル比熱 $C_P$ と定積モル比熱 $C_V$ の比 $\gamma = C_P / C_V$ （比熱比）の値について正しいのはどれか。,常に 1 より小さい。,常に 1 に等しい。,常に 1 より大きい。,気体の種類によらず一定である。,温度に比例する。,C,マイヤーの関係式 $C_P = C_V + R$ より、$C_P > C_V$ であるため、比 $\gamma$ は常に1より大きくなる（単原子分子で約1.67、二原子分子で約1.4）。,断熱変化の式 $PV^\gamma = \text{const}$ に出てくる $\gamma$ の性質である。
PHY_Set2_016,ケプラーの第三法則によると、惑星の公転周期 $T$ の2乗は何に比例するか。,軌道長半径 $a$,軌道長半径 $a$ の2乗,軌道長半径 $a$ の3乗,質量の2乗,太陽からの距離の逆数,C,ケプラーの第三法則は「公転周期の2乗は軌道長半径の3乗に比例する（$T^2 \propto a^3$）」である。,2乗と3乗の組み合わせ（$T^2
PHY_Set2_017,等速円運動をしている観測者（回転座標系）が感じる慣性力のうち、回転の中心から遠ざかる向きにはたらく力はどれか。,向心力,コリオリの力,遠心力,重力,摩擦力,C,回転座標系において、回転中心から外向きにはたらく見かけの力を遠心力と呼ぶ。向心力と釣り合っているように感じる。,向心力は「円運動を維持するために中心に向かって必要な力（実在する力）」であり、遠心力（慣性力）とは区別する。
PHY_Set2_018,光が屈折率の大きい媒質（$n_1$）から小さい媒質（$n_2$）へ進むとき、入射角がある角度を超えると光がすべて反射される現象はどれか。,回折,干渉,分散,全反射,散乱,D,屈折角が90度を超える条件（$\sin\theta > n_2/n_1$）で発生する現象が全反射である。光ファイバーの原理。,「全反射」は屈折率が「大きい→小さい」時のみ起こる。逆（小さい→大きい）では起こらない。
